,Referencia,Descripcion,Familia Padre,Familia,Subfamilia,Stock Fisico,Stock Operativo,Stock Comercial,Mar,Puerto,Despachado
1512,7887,Colchón Flow PureVital 4900 200x200,Descanso,Descanso,Descanso,3,3,3,0,0,3
1513,7911,Colchón Flow PureVital 4990 80x190,Descanso,Descanso,Descanso,7,7,7,0,0,3
1514,7912,Colchón Flow PureVital 4990 80x200,Descanso,Descanso,Descanso,15,15,15,0,0,7
1515,7560,Colchón Flow PureVital 4990 105x190,Descanso,Descanso,Descanso,43,43,43,0,0,0
1516,7561,Colchón Flow PureVital 4990 135x190,Descanso,Descanso,Descanso,46,46,46,0,0,0
1517,7562,Colchón Flow PureVital 4990 150x190,Descanso,Descanso,Descanso,31,31,31,0,0,0
1518,7914,Colchón Flow PureVital 4990 180x200,Descanso,Descanso,Descanso,8,8,8,0,0,1
1519,7915,Colchón Flow PureVital 4990 200x200,Descanso,Descanso,Descanso,7,7,7,0,0,12
1520,4601,Báscula de baño Surface Precision 9350 Healthy Mint,Cuidado personal,Básculas,Básculas de baño sin APP,359,347,347,0,0,0
1521,7890,Colchón Flow PureVital 5900 180x200,Descanso,Descanso,Descanso,10,10,10,0,0,6
1522,7916,Colchón Flow PureVital 5990 80x190,Descanso,Descanso,Descanso,8,8,8,0,0,2
1523,7917,Colchón Flow PureVital 5990 80x200,Descanso,Descanso,Descanso,13,13,13,0,0,8
1524,7565,Colchón Flow PureVital 5990 90x200,Descanso,Descanso,Descanso,20,20,20,0,0,0
1525,7569,Colchón Flow PureVital 5990 150x200,Descanso,Descanso,Descanso,19,19,19,0,0,0
1526,7919,Colchón Flow PureVital 5990 180x200,Descanso,Descanso,Descanso,10,10,10,0,0,11
1527,7920,Colchón Flow PureVital 5990 200x200,Descanso,Descanso,Descanso,7,7,7,0,0,10
1528,7971,Colchón Flow 6900 Hybrid 140x200,Descanso,Descanso,Descanso,17,17,17,0,0,10
1529,8810,Colchón Flow 6900 Hybrid 160x190,Descanso,Descanso,Descanso,18,18,18,0,0,19
1530,7921,Colchón Flow 6990 Hybrid 80x190,Descanso,Descanso,Descanso,18,18,18,0,0,1
1531,7922,Colchón Flow 6990 Hybrid 80x200,Descanso,Descanso,Descanso,7,7,7,0,0,7
1532,7578,Colchón Flow PureVital 6990 150x190,Descanso,Descanso,Descanso,23,23,23,0,0,36
1533,8839,Colchón Flow 6990 Hybrid 180x190,Descanso,Descanso,Descanso,37,35,35,0,0,5
1534,7581,Colchón Flow PureVital 6990 180x200,Descanso,Descanso,Descanso,6,5,5,0,0,3
1535,7927,Colchón Flow 6990 Hybrid 200x200,Descanso,Descanso,Descanso,5,5,5,0,0,2
1536,7977,Colchón Flow 7900 Hybrid 140x190,Descanso,Descanso,Descanso,1,1,1,0,0,2
1537,8811,Colchón Flow 7900 Hybrid 160x190,Descanso,Descanso,Descanso,19,19,19,0,0,22
1538,7923,Colchón Flow 7990 Hybrid 80x190,Descanso,Descanso,Descanso,9,9,9,0,0,0
1539,7924,Colchón Flow 7990 Hybrid 80x200,Descanso,Descanso,Descanso,6,6,6,0,0,5
1540,7585,Colchón Flow PureVital 7990 90x200,Descanso,Descanso,Descanso,9,9,9,0,0,0
1541,8838,Colchón Flow 8900 Hybrid 180x190,Descanso,Descanso,Descanso,1,1,1,0,0,14
1542,7925,Colchón Flow 8990 Hybrid 80x190,Descanso,Descanso,Descanso,9,9,9,0,0,9
1543,7926,Colchón Flow 8990 Hybrid 80x200,Descanso,Descanso,Descanso,7,7,7,0,0,7
1544,7599,Colchón Flow PureVital 8990 90x200,Descanso,Descanso,Descanso,14,13,13,0,0,0
1545,7773,Colchón Flow One + 90x190,Descanso,Descanso,Descanso,105,105,105,0,0,0
1546,7774,Colchón Flow One + 90x200,Descanso,Descanso,Descanso,10,10,10,0,0,0
1547,7775,Colchón Flow One + 105x190,Descanso,Descanso,Descanso,39,39,39,0,0,0
1548,7776,Colchón Flow One + 135x190,Descanso,Descanso,Descanso,53,53,53,0,0,0
1549,7777,Colchón Flow One + 150x190,Descanso,Descanso,Descanso,54,54,54,0,0,0
1550,7778,Colchón Flow One + 150x200,Descanso,Descanso,Descanso,31,31,31,0,0,0
1551,7779,Colchón Flow One + 160x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1552,7780,Colchón Flow One + 180x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1553,7997,Colchón Flow Original 120x200,Descanso,Descanso,Descanso,6,6,6,0,0,2
1554,7781,Colchón Flow Original + 90x190,Descanso,Descanso,Descanso,67,67,67,0,0,0
1555,7782,Colchón Flow Original + 90x200,Descanso,Descanso,Descanso,49,49,49,0,0,19
1556,7783,Colchón Flow Original + 105x190,Descanso,Descanso,Descanso,18,18,18,0,0,0
1557,7784,Colchón Flow Original + 135x190,Descanso,Descanso,Descanso,61,61,61,0,0,0
1558,7785,Colchón Flow Original + 150x190,Descanso,Descanso,Descanso,47,47,47,0,0,0
1559,7786,Colchón Flow Original + 150x200,Descanso,Descanso,Descanso,25,25,25,0,0,0
1560,7787,Colchón Flow Original + 160x200,Descanso,Descanso,Descanso,3,3,3,0,0,5
1562,8856,Colchón Flow Hybrid 200x200,Descanso,Descanso,Descanso,1,1,1,0,0,0
1563,7790,Colchón Flow Hybrid + 90x200,Descanso,Descanso,Descanso,10,10,10,0,0,0
1564,7791,Colchón Flow Hybrid + 105x190,Descanso,Descanso,Descanso,18,18,18,0,0,0
1565,7792,Colchón Flow Hybrid + 135x190,Descanso,Descanso,Descanso,37,37,37,0,0,0
1566,7793,Colchón Flow Hybrid + 150x190,Descanso,Descanso,Descanso,18,18,18,0,0,0
1567,7794,Colchón Flow Hybrid + 150x200,Descanso,Descanso,Descanso,9,9,9,0,0,0
1568,7796,Colchón Flow Hybrid + 180x200,Descanso,Descanso,Descanso,2,2,2,0,0,0
1569,3106,Tostador vertical digital ClassicToast 8000 Beige Double,PAE Cocina,Tostadores,Tostadores verticales,269,249,249,0,0,1000
1570,8681,Colchón Flow Two 120x200,Descanso,Descanso,Descanso,2,2,2,0,0,0
1571,7797,Colchón Flow Two + 90x190,Descanso,Descanso,Descanso,5,5,5,0,0,0
1572,7798,Colchón Flow Two + 90x200,Descanso,Descanso,Descanso,6,6,6,0,0,0
1573,7799,Colchón Flow Two + 105x190,Descanso,Descanso,Descanso,9,9,9,0,0,0
1574,7832,Colchón Flow Two + 150x200,Descanso,Descanso,Descanso,16,16,16,0,0,0
1576,6178,Colchón Flow Genuine 80x190,Descanso,Descanso,Descanso,6,6,6,0,0,0
1577,8686,Colchón Flow Genuine 110x200,Descanso,Descanso,Descanso,4,4,4,0,0,2
1578,8846,Colchón Flow Genuine 180x190,Descanso,Descanso,Descanso,3,3,3,0,0,0
1579,8858,Colchón Flow Genuine 200x200,Descanso,Descanso,Descanso,6,6,6,0,0,0
1580,7835,Colchón Flow Genuine + 90x190,Descanso,Descanso,Descanso,109,109,109,0,0,0
1581,7836,Colchón Flow Genuine + 90x200,Descanso,Descanso,Descanso,18,18,18,0,0,0
1582,7837,Colchón Flow Genuine + 105x190,Descanso,Descanso,Descanso,45,45,45,0,0,0
1583,7838,Colchón Flow Genuine + 135x190,Descanso,Descanso,Descanso,116,116,116,0,0,0
1584,8787,Colchón Flow Genuine + 140x190,Descanso,Descanso,Descanso,3,3,3,0,0,0
1585,7840,Colchón Flow Genuine + 150x200,Descanso,Descanso,Descanso,33,33,33,0,0,0
1586,7842,Colchón Flow Genuine + 180x200,Descanso,Descanso,Descanso,2,2,2,0,0,3
1588,8697,Colchón Flow e-Hybrid 140x200,Descanso,Descanso,Descanso,2,2,2,0,0,4
1589,7505,Colchón Flow e-Hybrid 160x200,Descanso,Descanso,Descanso,3,3,3,0,0,2
1592,7843,Colchón Flow e-Hybrid + 90x190,Descanso,Descanso,Descanso,115,115,115,0,0,0
1593,7844,Colchón Flow e-Hybrid + 90x200,Descanso,Descanso,Descanso,40,40,40,0,0,0
1594,7845,Colchón Flow e-Hybrid + 105x190,Descanso,Descanso,Descanso,59,59,59,0,0,0
1595,7846,Colchón Flow e-Hybrid + 135x190,Descanso,Descanso,Descanso,76,76,76,0,0,0
1596,7847,Colchón Flow e-Hybrid + 150x190,Descanso,Descanso,Descanso,53,53,53,0,0,0
1597,7848,Colchón Flow e-Hybrid + 150x200,Descanso,Descanso,Descanso,15,15,15,0,0,0
1599,2467,Lavadora Bolero DressCode 8500 Inverter Steel A,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,1185,1149,1149,0,0,214
1602,7371,Topper Flow TopCloud 150x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,9,9,9,0,0,54
1603,5630,Humidificador BreezeCare 2000 Light,Cuidado del aire,Tratamiento del aire,Humidificadores,2915,2898,2898,0,0,0
1604,7374,Topper Flow TopSerenity 90x200,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,4,4,4,0,0,25
1605,7375,Topper Flow TopSerenity 105x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,17,17,17,0,0,40
1607,7377,Topper Flow TopSerenity 150x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,44,44,44,0,0,90
1610,7831,Colchón Flow Two + 150x190,Descanso,Descanso,Descanso,6,6,6,0,0,0
1611,7789,Colchón Flow Hybrid + 90x190,Descanso,Descanso,Descanso,78,77,77,0,0,0
1612,6169,Colchón Flow 6900 Hybrid 80x190,Descanso,Descanso,Descanso,21,21,21,0,0,10
1613,6173,Colchón Flow 8900 Hybrid 80x190,Descanso,Descanso,Descanso,17,17,17,0,0,36
1614,7580,Colchón Flow PureVital 6990 160x200,Descanso,Descanso,Descanso,6,6,6,0,0,1
1615,5514,CONGA thunderbrush 560,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales cable,1689,1635,1635,0,0,0
1616,4298,Cepillo alisador Bamba InstantCare 1400 Excellence Brush,Cuidado personal,Cepillos,Cepillos alisadores,385,384,384,0,0,0
1617,7895,Colchón Flow 7900 Hybrid 200x200,Descanso,Descanso,Descanso,1,0,0,0,0,13
1618,7897,Colchón Flow 8900 Hybrid 200x200,Descanso,Descanso,Descanso,9,9,9,0,0,11
1619,7905,Colchón Flow PureVital 2990 200x200,Descanso,Descanso,Descanso,5,5,5,0,0,5
1620,7956,Colchón Flow PureVital 4900 140x190,Descanso,Descanso,Descanso,2,2,2,0,0,2
1622,8829,Colchón Flow PureVital 3900 180x190,Descanso,Descanso,Descanso,8,8,8,0,0,10
1623,8678,Colchón Flow Two 110x190,Descanso,Descanso,Descanso,2,2,2,0,0,0
1625,6179,Colchón Flow e-Hybrid 80x190,Descanso,Descanso,Descanso,2,2,2,0,0,0
1626,7500,Colchón Flow Hybrid 180x200,Descanso,Descanso,Descanso,4,4,4,0,0,7
1627,7503,Colchón Flow Genuine 160x200,Descanso,Descanso,Descanso,4,4,4,0,0,2
1628,7504,Colchón Flow Genuine 180x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1629,7556,Colchón Flow PureVital 3990 150x200,Descanso,Descanso,Descanso,15,14,14,0,0,18
1630,7850,Colchón Flow e-Hybrid + 180x200,Descanso,Descanso,Descanso,1,1,1,0,0,0
1631,7313,Patinete eléctrico Bongo Serie W80,Movilidad,Patinetes eléctricos,Patinetes eléctricos,104,103,103,0,0,0
1632,7881,Colchón Flow PureVital 3900 160x200,Cuidado del aire,Calefacción,Radiadores de aceite,2,2,2,0,0,4
1633,7882,Colchón Flow PureVital 3900 180x200,Descanso,Descanso,Descanso,6,6,6,0,0,2
1636,7891,Colchón Flow PureVital 5900 200x200,Descanso,Descanso,Descanso,12,12,12,0,0,11
1637,7894,Colchón Flow 6900 Hybrid 80x200,Descanso,Descanso,Descanso,4,4,4,0,0,9
1639,2563,TV Cecotec A1 series ALU10165,Gama Marrón,Televisores,Televisores LED,25,11,11,0,0,0
1642,1630,Cafetera espresso Cafelizzia 890 Rose,PAE Cocina,Cafeteras,Cafeteras express,1223,1201,1201,0,0,0
1643,7939,Colchón Flow PureVital 2900 110x200,Descanso,Descanso,Descanso,9,9,9,0,0,5
1644,7944,Colchón Flow PureVital 3900 100x200,Descanso,Descanso,Descanso,5,4,4,0,0,9
1645,7945,Colchón Flow PureVital 3900 110x190,Descanso,Descanso,Descanso,9,9,9,0,0,9
1646,5941,Ventilador de techo EnergySilence Aero 540,Cuidado del aire,Ventilación,Ventiladores de techo,941,940,940,0,0,0
1647,1653,Cafetera espresso Cafelizzia 790 Black Pro,PAE Cocina,Cafeteras,Cafeteras express,1691,1662,1662,0,0,0
1648,7951,Colchón Flow PureVital 4900 100x200,Descanso,Descanso,Descanso,6,6,6,0,0,4
1649,7953,Colchón Flow PureVital 4900 110x200,Descanso,Descanso,Descanso,11,11,11,0,0,9
1650,7957,Colchón Flow PureVital 4900 140x200,Descanso,Descanso,Descanso,1,1,1,0,0,9
1651,7962,Colchón Flow PureVital 5900 120x200,Descanso,Descanso,Descanso,7,7,7,0,0,11
1652,7965,Colchón Flow 6900 Hybrid 100x200,Descanso,Descanso,Descanso,2,2,2,0,0,2
1653,7966,Colchón Flow 6900 Hybrid 110x190,Descanso,Descanso,Descanso,2,2,2,0,0,4
1654,7967,Colchón Flow 6900 Hybrid 110x200,Descanso,Descanso,Descanso,2,2,2,0,0,4
1655,7969,Colchón Flow 6900 Hybrid 120x200,Descanso,Descanso,Descanso,17,17,17,0,0,3
1656,7979,Colchón Flow 8900 Hybrid 100x200,Descanso,Descanso,Descanso,10,10,10,0,0,13
1657,7980,Colchón Flow 8900 Hybrid 110x190,Descanso,Descanso,Descanso,8,8,8,0,0,3
1658,7983,Colchón Flow 8900 Hybrid 120x200,Descanso,Descanso,Descanso,3,3,3,0,0,9
1659,5603,Deshumidificador BigDry 2500 Essential 360,Cuidado del aire,Tratamiento del aire,Deshumidificadores,2526,2458,2458,0,0,0
1660,7995,Colchón Flow Original 110x200,Descanso,Descanso,Descanso,1,1,1,0,0,0
1661,7996,Colchón Flow Original 120x190,Descanso,Descanso,Descanso,2,2,2,0,0,2
1663,8671,Colchón Flow Hybrid 110x190,Descanso,Descanso,Descanso,1,1,1,0,0,0
1665,8677,Colchón Flow Two 100x200,Descanso,Descanso,Descanso,2,2,2,0,0,2
1666,5816,Ready Warm 4000 Thermal Ceramic Connected,Cuidado del aire,Calefacción,Emisores térmicos,153,142,142,0,0,0
1667,8680,Colchón Flow Two 120x190,Descanso,Descanso,Descanso,1,1,1,0,0,0
1668,8684,Colchón Flow Genuine 100x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1669,8685,Colchón Flow Genuine 110x190,Descanso,Descanso,Descanso,3,3,3,0,0,0
1670,8688,Colchón Flow Genuine 120x200,Descanso,Descanso,Descanso,1,1,1,0,0,0
1672,8690,Colchón Flow Genuine 140x200,Descanso,Descanso,Descanso,6,6,6,0,0,11
1673,8693,Colchón Flow e-Hybrid 110x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1676,8802,Colchón Flow PureVital 2900 160x190,Descanso,Descanso,Descanso,15,15,15,0,0,12
1677,8812,Colchón Flow 8900 Hybrid 160x190,Descanso,Descanso,Descanso,11,11,11,0,0,20
1678,8817,Colchón Flow Original 160x190,Descanso,Descanso,Descanso,2,2,2,0,0,2
1679,2690,Frigorífico Bolero MiniCooling 4L Bora Red,GAE,Frigoríficos,Frigoríficos retro,504,504,504,0,0,0
1680,8819,Colchón Flow Two 160x190,Descanso,Descanso,Descanso,4,4,4,0,0,4
1681,5982,Ventilador de techo EnergySilence Aero 5290 Stone Pro,Cuidado del aire,Ventilación,Ventiladores de techo,1156,1153,1153,0,0,600
1682,8844,Colchón Flow Hybrid 180x190,Descanso,Descanso,Descanso,4,4,4,0,0,4
1683,8845,Colchón Flow Two 180x190,Descanso,Descanso,Descanso,6,6,6,0,0,4
1684,8857,Colchón Flow Two 200x200,Descanso,Descanso,Descanso,2,2,2,0,0,2
1686,7602,Colchón Flow PureVital 8990 105x190,Descanso,Descanso,Descanso,9,9,9,0,0,4
1689,7839,Colchón Flow Genuine + 150x190,Descanso,Descanso,Descanso,80,80,80,0,0,0
1690,7908,Colchón Flow PureVital 3990 160x200,Descanso,Descanso,Descanso,1,0,0,0,0,10
1693,1621,Cafetera moka de acero inoxidable Cumbia Moking 400,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,871,867,867,0,0,0
1694,7722,Colchón Flow 8900 Hybrid 90x190,Descanso,Descanso,Descanso,17,17,17,0,0,99
1695,6175,Colchón Flow Original 80x190,Descanso,Descanso,Descanso,3,3,3,0,0,0
1696,7795,Colchón Flow Hybrid + 160x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1697,7841,Colchón Flow Genuine + 160x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1698,7942,Colchón Flow PureVital 2900 140x190,Descanso,Descanso,Descanso,2,2,2,0,0,4
1699,8692,Colchón Flow e-Hybrid 110x190,Descanso,Descanso,Descanso,2,2,2,0,0,0
1700,4204,Secador AC Bamba IoniCare 5350 PowerShine Ice,Cuidado personal,Secadores de pelo,Secadores de pelo AC,2677,2501,2501,0,0,0
1701,7381,Topper Flow TopDeluxe 105x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,8,8,8,0,0,40
1704,7502,Colchón Flow Two 180x200,Descanso,Descanso,Descanso,2,1,1,0,0,0
1705,7883,Colchón Flow PureVital 3900 200x200,Descanso,Descanso,Descanso,2,2,2,0,0,2
1706,1558,Cafetera semi-automática Power Instant-ccino 20 Touch Serie Nera,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,730,550,550,0,0,0
1707,7896,Colchón Flow 7900 Hybrid 80x200,Descanso,Descanso,Descanso,4,4,4,0,0,8
1708,3207,Tostador vertical Toast&Taste 1600 Retro Double Inox,PAE Cocina,Tostadores,Tostadores verticales,1446,1445,1445,0,0,0
1709,7952,Colchón Flow PureVital 4900 110x190,Descanso,Descanso,Descanso,3,3,3,0,0,9
1711,7959,Colchón Flow PureVital 5900 110x190,Descanso,Descanso,Descanso,2,2,2,0,0,4
1712,5175,Consumibles para congas serie 990 y 1190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,249,249,249,0,0,0
1713,7974,Colchón Flow 7900 Hybrid 110x200,Descanso,Descanso,Descanso,2,2,2,0,0,6
1714,1482,Hervidor de agua Thermosense 420 Vintage Light Blue,PAE Cocina,Hervidores de agua,Hervidores de agua,1259,1253,1253,0,0,0
1715,7976,Colchón Flow 7900 Hybrid 120x200,Descanso,Descanso,Descanso,1,1,1,0,0,9
1716,7982,Colchón Flow 8900 Hybrid 120x190,Descanso,Descanso,Descanso,11,11,11,0,0,15
1717,7985,Colchón Flow 8900 Hybrid 140x200,Descanso,Descanso,Descanso,1,1,1,0,0,11
1718,7994,Colchón Flow Original 110x190,Descanso,Descanso,Descanso,1,1,1,0,0,4
1720,8673,Colchón Flow Hybrid 120x190,Descanso,Descanso,Descanso,2,2,2,0,0,0
1721,8682,Colchón Flow Two 140x190,Descanso,Descanso,Descanso,1,1,1,0,0,0
1723,8691,Colchón Flow e-Hybrid 100x200,Descanso,Descanso,Descanso,3,3,3,0,0,0
1724,8804,Colchón Flow PureVital 4900 160x190,Descanso,Descanso,Descanso,4,4,4,0,0,9
1725,8821,Colchón Flow e-Hybrid 160x190,Descanso,Descanso,Descanso,4,4,4,0,0,8
1727,8843,Colchón Flow Original 180x190,Descanso,Descanso,Descanso,1,1,1,0,0,0
1728,7903,Colchón Flow PureVital 2990 160x200,Descanso,Descanso,Descanso,21,21,21,0,0,6
1729,7904,Colchón Flow PureVital 2990 180x200,Descanso,Descanso,Descanso,9,8,8,0,0,6
1730,7909,Colchón Flow PureVital 3990 180x200,Descanso,Descanso,Descanso,5,5,5,0,0,9
1731,7910,Colchón Flow PureVital 3990 200x200,Descanso,Descanso,Descanso,10,10,10,0,0,7
1732,7913,Colchón Flow PureVital 4990 160x200,Descanso,Descanso,Descanso,8,8,8,0,0,9
1733,7918,Colchón Flow PureVital 5990 160x200,Descanso,Descanso,Descanso,8,8,8,0,0,0
1734,7928,Colchón Flow 7990 Hybrid 200x200,Descanso,Descanso,Descanso,6,6,6,0,0,0
1735,7929,Colchón Flow 8990 Hybrid 200x200,Descanso,Descanso,Descanso,6,6,6,0,0,6
1736,7941,Colchón Flow PureVital 2900 120x200,Descanso,Descanso,Descanso,12,11,11,0,0,0
1737,7949,Colchón Flow PureVital 3900 140x190,Descanso,Descanso,Descanso,19,19,19,0,0,25
1738,7955,Colchón Flow PureVital 4900 120x200,Descanso,Descanso,Descanso,20,20,20,0,0,1
1739,7968,Colchón Flow 6900 Hybrid 120x190,Descanso,Descanso,Descanso,15,15,15,0,0,2
1740,7981,Colchón Flow 8900 Hybrid 110x200,Descanso,Descanso,Descanso,6,6,6,0,0,8
1741,8803,Colchón Flow PureVital 3900 160x190,Descanso,Descanso,Descanso,10,10,10,0,0,14
1742,7972,Colchón Flow 7900 Hybrid 100x200,Descanso,Descanso,Descanso,5,5,5,0,0,9
1743,7888,Colchón Flow PureVital 4900 80x200,Descanso,Descanso,Descanso,8,7,7,0,0,1
1744,5944,Ventilador de techo EnergySilence Aero 480,Cuidado del aire,Ventilación,Ventiladores de techo,360,345,345,0,0,0
1746,3208,Tostador Vertical Toast&Taste 800 Vintage Light Blue,PAE Cocina,Tostadores,Tostadores verticales,1291,1290,1290,0,0,0
1747,4070,Envasadora al vacío sealvac steel,PAE Cocina,Envasadoras al vacio,Envasadoras al vacio,639,633,633,0,0,0
1749,7171,Bicicleta estática DrumFit Cycle 6000 Pegasus X,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,33,31,31,0,0,0
1750,7382,Topper Flow TopDeluxe 135x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,58,58,58,0,0,135
1751,7383,Topper Flow TopDeluxe 150x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,23,23,23,0,0,90
1752,7830,Colchón Flow Two + 135x190,Descanso,Descanso,Descanso,9,9,9,0,0,0
1753,7557,Colchón Flow PureVital 4990 90x190,Descanso,Descanso,Descanso,100,100,100,0,0,0
1754,7367,Topper Flow TopCloud 90x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1,1,1,0,0,111
1755,7373,Topper Flow TopSerenity 90x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,16,16,16,0,0,185
1756,3623,TV QLED V2 series VQU20043S,Gama Marrón,Televisores,Televisores QLED,461,441,441,0,0,58
1757,4105,JARRA ACERO INOX MAMBO,Repuesto,Repuesto,Repuesto,1324,1324,1324,0,0,0
1758,7620,Colchón Flow Hybrid 8990 180x200,Descanso,Descanso,Descanso,4,4,4,0,0,9
1759,7551,Colchón Flow PureVital 3990 105x190,Descanso,Descanso,Descanso,25,25,25,0,0,0
1760,7379,Topper Flow TopDeluxe 90x190,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,80,80,80,0,0,0
1761,7934,Colchón Flow PureVital 1900 120x200,Descanso,Descanso,Descanso,17,17,17,0,0,36
1764,7593,Colchón Flow PureVital 7990 160x200,Descanso,Descanso,Descanso,8,6,6,0,0,3
1765,7876,Colchón Flow PureVital 1900 80x200,Descanso,Descanso,Descanso,36,36,36,0,0,1
1766,7594,Colchón Flow PureVital 7990 180x200,Descanso,Descanso,Descanso,24,22,22,0,0,5
1767,7854,Colchón de cuna Flow BabyDream 1000 Acolchado 60x120,Descanso,Descanso,Descanso,91,91,91,0,0,250
1769,1360,Microondas sin plato GrandHeat 2300 Flatbed Touch Black,PAE Cocina,Microondas,Microondas encastrables sin plato,156,156,156,0,0,725
1770,7978,Colchón Flow 7900 Hybrid 140x200,Descanso,Descanso,Descanso,2,2,2,0,0,12
1771,8699,Colchón Flow ViscoCare 1900 110x190,Descanso,Descanso,Descanso,7,7,7,0,0,9
1772,8766,Colchón Flow Original + 140x190,Descanso,Descanso,Descanso,5,5,5,0,0,3
1773,8833,Colchón Flow PureVital 3990 180x190,Descanso,Descanso,Descanso,7,7,7,0,0,5
1774,8835,Colchón Flow PureVital 5990 180x190,Descanso,Descanso,Descanso,10,10,10,0,0,6
1775,2356,Bolero Stacking Kit With Tray,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,1994,1992,1992,0,0,0
1776,2357,Lavadora Bolero DressCode 2000 Autodosis,GAE,Lavadoras y secadoras,Lavadoras autodosis,1057,1057,1057,0,0,0
1782,7470,ColchÛn Flow ViscoSense 1900 90x200,Descanso,Descanso,Descanso,9,9,9,0,0,0
1787,7475,ColchÛn Flow ViscoSense 1900 140x190,Descanso,Descanso,Descanso,2,2,2,0,0,0
1817,2293,Lavadoras bolero dresscode 7000 m,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,1,1,1,0,0,0
1826,7461,ColchÛn Flow ViscoCare 1900 140x200,Descanso,Descanso,Descanso,29,29,29,0,0,0
1827,7460,ColchÛn Flow ViscoCare 1900 140x190,Descanso,Descanso,Descanso,9,9,9,0,0,0
1840,6052,Almohada 75 cm visco elastica,Descanso,Descanso,Descanso,5,5,5,0,0,0
1842,6063,Almohada 080 cm visco acticarbon,Descanso,Descanso,Descanso,5,5,5,0,0,0
1845,6068,Almohada 150 cm visco acticarbon,Descanso,Descanso,Descanso,2,2,2,0,0,0
1847,6074,Almohada 105 cm visco latex,Descanso,Descanso,Descanso,12,12,12,0,0,0
1848,6075,Almohada 135 cm visco latex,Descanso,Descanso,Descanso,1,1,1,0,0,0
1852,6091,Almohada 070 cm visco gel,Descanso,Descanso,Descanso,3,3,3,0,0,0
